index	EXP_ID	GROUP_ID	INDIVIDUAL_ID	COMPOUND_NAME	SINGLE_REPEAT_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_UNIT	DOSE_LEVEL	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
6044	261	1	1	pemoline	Single	3 hr	0	mg/kg	Control	1466.0	77.0	45.0	133.0	0.08	0.02	189.0	9.0	0.2	138.0	4.0	101.0	10.3	9.4	5.1	2.6	1.0	80.0	52.0	144.0	1.0
6049	261	2	1	pemoline	Single	6 hr	0	mg/kg	Control	1483.0	73.0	55.0	131.0	0.05	0.02	178.0	11.0	0.2	139.0	3.7	102.0	10.7	8.7	5.3	2.6	1.0	75.0	43.0	70.0	1.0
6054	261	3	1	pemoline	Single	9 hr	0	mg/kg	Control	1551.0	84.0	32.0	128.0	0.05	0.01	182.0	8.0	0.2	139.0	4.1	102.0	10.2	10.4	5.2	2.6	1.0	77.0	41.0	58.0	1.0
6059	261	4	1	pemoline	Single	24 hr	0	mg/kg	Control	1551.0	68.0	132.0	131.0	0.03	0.02	171.0	15.0	0.2	141.0	3.8	106.0	10.2	8.0	5.2	2.6	1.0	83.0	54.0	68.0	1.0
6064	261	5	1	pemoline	Single	3 hr	7	mg/kg	Low	1545.0	64.0	43.0	111.0	0.03	0.02	179.0	10.0	0.2	138.0	4.1	104.0	10.7	5.7	5.3	2.7	1.0	89.0	40.0	78.0	1.0
6069	261	6	1	pemoline	Single	6 hr	7	mg/kg	Low	1240.0	82.0	37.0	130.0	0.04	0.02	191.0	10.0	0.2	141.0	3.7	103.0	10.8	9.7	5.7	2.9	1.0	85.0	56.0	51.0	1.0
6074	261	7	1	pemoline	Single	9 hr	7	mg/kg	Low	1229.0	74.0	24.0	113.0	0.05	0.01	176.0	8.0	0.2	138.0	4.2	105.0	10.2	9.5	5.1	2.6	1.0	74.0	40.0	64.0	1.0
6079	261	8	1	pemoline	Single	24 hr	7	mg/kg	Low	1662.0	79.0	71.0	133.0	0.02	0.02	179.0	17.0	0.2	141.0	4.2	106.0	10.9	7.3	5.6	2.8	1.0	79.0	50.0	62.0	1.0
6084	261	9	1	pemoline	Single	3 hr	25	mg/kg	Middle	1453.0	85.0	26.0	130.0	0.05	0.01	184.0	9.0	0.2	140.0	4.0	107.0	10.5	8.0	5.4	2.7	1.0	97.0	44.0	147.0	2.0
6089	261	10	1	pemoline	Single	6 hr	25	mg/kg	Middle	1080.0	76.0	25.0	123.0	0.04	0.01	187.0	5.0	0.2	140.0	3.6	108.0	10.3	9.3	5.3	2.7	1.0	75.0	40.0	49.0	1.0
6094	261	11	1	pemoline	Single	9 hr	25	mg/kg	Middle	1872.0	79.0	29.0	118.0	0.05	0.02	190.0	10.0	0.2	139.0	3.9	108.0	10.8	8.0	5.6	2.8	1.0	89.0	46.0	111.0	1.0
6099	261	12	1	pemoline	Single	24 hr	25	mg/kg	Middle	1459.0	74.0	58.0	122.0	0.04	0.02	188.0	15.0	0.2	141.0	4.0	105.0	10.5	8.8	5.4	2.7	1.0	97.0	53.0	67.0	1.0
6104	261	13	1	pemoline	Single	3 hr	75	mg/kg	High	1785.0	80.0	48.0	137.0	0.03	0.01	205.0	9.0	0.2	141.0	3.5	107.0	10.6	7.7	5.6	2.8	1.0	78.0	41.0	61.0	2.0
6109	261	14	1	pemoline	Single	6 hr	75	mg/kg	High	1712.0	95.0	37.0	148.0	0.04	0.01	184.0	11.0	0.2	141.0	3.8	108.0	10.4	9.2	5.2	2.6	1.0	93.0	38.0	82.0	1.0
6114	261	15	1	pemoline	Single	9 hr	75	mg/kg	High	1142.0	86.0	11.0	123.0	0.04	0.01	168.0	7.0	0.2	140.0	3.7	109.0	10.4	9.9	5.6	2.8	1.0	93.0	37.0	86.0	1.0
6119	261	16	1	pemoline	Single	24 hr	75	mg/kg	High	1231.0	80.0	49.0	130.0	0.04	0.01	186.0	16.0	0.2	140.0	4.5	104.0	10.7	8.0	5.4	2.7	1.0	100.0	49.0	60.0	1.0
6124	262	1	1	pemoline	Repeat	4 day	0	mg/kg	Control	1503.0	84.0	75.0	142.0	0.03	0.02	181.0	14.0	0.2	141.0	3.5	103.0	10.7	7.1	5.6	2.7	0.9	65.0	35.0	62.0	1.0
6129	262	2	1	pemoline	Repeat	8 day	0	mg/kg	Control	1129.0	88.0	126.0	164.0	0.04	0.02	164.0	16.0	0.2	141.0	3.6	103.0	10.8	6.8	5.7	2.7	0.9	78.0	45.0	143.0	1.0
6134	262	3	1	pemoline	Repeat	15 day	0	mg/kg	Control	724.0	77.0	63.0	128.0	0.02	0.01	169.0	14.0	0.2	144.0	3.2	106.0	10.7	8.0	5.7	2.6	0.8	77.0	55.0	64.0	1.0
6139	262	4	1	pemoline	Repeat	29 day	0	mg/kg	Control	1093.0	64.0	144.0	127.0	0.02	0.02	170.0	17.0	0.3	142.0	3.4	104.0	11.0	6.2	6.1	2.7	0.8	62.0	44.0	56.0	1.0
6144	262	5	1	pemoline	Repeat	4 day	7	mg/kg	Low	1542.0	98.0	147.0	180.0	0.02	0.02	181.0	15.0	0.2	143.0	3.9	105.0	10.5	7.5	5.6	2.6	0.9	72.0	43.0	43.0	1.0
6149	262	6	1	pemoline	Repeat	8 day	7	mg/kg	Low	1745.0	93.0	133.0	168.0	0.02	0.01	193.0	19.0	0.2	143.0	3.9	102.0	10.8	8.2	6.1	2.8	0.8	60.0	46.0	89.0	1.0
6154	262	7	1	pemoline	Repeat	15 day	7	mg/kg	Low	1881.0	62.0	100.0	120.0	0.02	0.01	181.0	15.0	0.2	145.0	3.5	106.0	11.2	6.6	5.9	2.7	0.8	70.0	44.0	39.0	1.0
6159	262	8	1	pemoline	Repeat	29 day	7	mg/kg	Low	1139.0	102.0	129.0	175.0	0.02	0.02	194.0	16.0	0.2	142.0	3.9	104.0	11.8	7.1	6.3	2.9	0.9	53.0	33.0	47.0	1.0
6164	262	9	1	pemoline	Repeat	4 day	25	mg/kg	Middle	1642.0	76.0	63.0	123.0	0.02	0.02	196.0	16.0	0.2	141.0	4.1	105.0	10.6	5.8	5.4	2.6	0.9	70.0	38.0	55.0	1.0
6169	262	10	1	pemoline	Repeat	8 day	25	mg/kg	Middle	1433.0	86.0	161.0	165.0	0.03	0.03	181.0	19.0	0.2	143.0	3.9	104.0	10.7	7.0	5.7	2.6	0.8	75.0	45.0	70.0	1.0
6174	262	11	1	pemoline	Repeat	15 day	25	mg/kg	Middle	1311.0	78.0	149.0	156.0	0.02	0.02	203.0	16.0	0.2	145.0	3.4	103.0	11.3	9.3	6.1	2.8	0.8	75.0	56.0	62.0	1.0
6179	262	12	1	pemoline	Repeat	29 day	25	mg/kg	Middle	930.0	72.0	115.0	137.0	0.03	0.01	175.0	19.0	0.2	142.0	4.1	104.0	11.3	7.6	6.0	2.7	0.8	58.0	31.0	46.0	1.0
6184	262	13	1	pemoline	Repeat	4 day	75	mg/kg	High	1184.0	54.0	33.0	97.0	0.03	0.01	167.0	11.0	0.2	141.0	4.1	104.0	10.4	6.6	5.4	2.5	0.9	82.0	38.0	47.0	1.0
6189	262	14	1	pemoline	Repeat	8 day	75	mg/kg	High	1345.0	59.0	108.0	122.0	0.02	0.02	178.0	15.0	0.2	141.0	4.8	108.0	10.6	6.8	5.7	2.7	0.9	83.0	49.0	83.0	1.0
6193	262	15	1	pemoline	Repeat	15 day	75	mg/kg	High	1327.0	74.0	105.0	149.0	0.02	0.01	174.0	16.0	0.2	142.0	4.2	105.0	11.3	8.0	5.9	2.7	0.8	76.0	35.0	55.0	1.0
6198	262	16	1	pemoline	Repeat	29 day	75	mg/kg	High	1057.0	63.0	201.0	145.0	0.03	0.02	167.0	17.0	0.2	142.0	3.8	104.0	11.4	8.2	6.3	2.8	0.8	80.0	55.0	74.0	1.0
6203	263	1	1	chlormezanone	Single	3 hr	0	mg/kg	Control	1819.0	64.0	171.0	150.0	0.05	0.05	193.0	11.0	0.1	138.0	4.2	102.0	11.7	10.5	5.8	2.7	0.9	69.0	44.0	63.0	1.0
6208	263	2	1	chlormezanone	Single	6 hr	0	mg/kg	Control	1279.0	78.0	42.0	154.0	0.04	0.02	167.0	9.0	0.2	143.0	4.6	103.0	11.7	10.2	5.7	2.7	0.9	82.0	40.0	66.0	1.0
6213	263	3	1	chlormezanone	Single	9 hr	0	mg/kg	Control	1197.0	94.0	43.0	161.0	0.06	0.02	180.0	12.0	0.2	143.0	3.8	101.0	11.2	10.7	5.8	2.7	0.9	58.0	36.0	45.0	1.0
6218	263	4	1	chlormezanone	Single	24 hr	0	mg/kg	Control	1715.0	77.0	108.0	135.0	0.03	0.02	199.0	16.0	0.2	140.0	4.2	106.0	11.1	6.5	5.5	2.6	0.9	97.0	54.0	96.0	1.0
6223	263	5	1	chlormezanone	Single	3 hr	50	mg/kg	Low	1328.0	86.0	39.0	157.0	0.05	0.01	198.0	8.0	0.2	140.0	3.8	100.0	11.9	8.7	5.6	2.6	0.9	73.0	49.0	65.0	1.0
6228	263	6	1	chlormezanone	Single	6 hr	50	mg/kg	Low	2240.0	75.0	78.0	159.0	0.04	0.02	197.0	10.0	0.2	143.0	4.0	106.0	11.8	9.6	5.8	2.7	0.9	66.0	31.0	58.0	1.0
6233	263	7	1	chlormezanone	Single	9 hr	50	mg/kg	Low	2046.0	54.0	47.0	101.0	0.04	0.03	195.0	11.0	0.2	143.0	4.3	105.0	11.0	12.0	5.8	2.7	0.9	71.0	38.0	53.0	1.0
6238	263	8	1	chlormezanone	Single	24 hr	50	mg/kg	Low	1386.0	89.0	74.0	140.0	0.03	0.01	186.0	15.0	0.2	140.0	4.4	105.0	10.9	6.8	5.6	2.6	0.9	74.0	34.0	65.0	1.0
6243	263	9	1	chlormezanone	Single	3 hr	150	mg/kg	Middle	1517.0	81.0	101.0	142.0	0.03	0.02	177.0	12.0	0.2	140.0	4.6	106.0	11.6	8.7	5.7	2.6	0.8	85.0	51.0	69.0	1.0
6248	263	10	1	chlormezanone	Single	6 hr	150	mg/kg	Middle	1507.0	70.0	47.0	136.0	0.04	0.01	166.0	7.0	0.2	144.0	5.4	103.0	11.6	11.5	5.9	2.8	0.9	76.0	42.0	67.0	2.0
6253	263	11	1	chlormezanone	Single	9 hr	150	mg/kg	Middle	1352.0	76.0	81.0	146.0	0.04	0.02	213.0	11.0	0.2	142.0	4.1	104.0	11.2	9.8	5.5	2.6	0.9	62.0	39.0	51.0	1.0
6258	263	12	1	chlormezanone	Single	24 hr	150	mg/kg	Middle	1811.0	81.0	129.0	134.0	0.03	0.02	199.0	16.0	0.2	140.0	4.1	105.0	10.9	7.1	5.6	2.6	0.9	74.0	44.0	75.0	1.0
6263	263	13	1	chlormezanone	Single	3 hr	500	mg/kg	High	1777.0	67.0	91.0	135.0	0.04	0.01	239.0	9.0	0.1	140.0	4.0	103.0	11.2	9.5	5.4	2.5	0.9	71.0	36.0	77.0	1.0
6268	263	14	1	chlormezanone	Single	6 hr	500	mg/kg	High	1266.0	90.0	47.0	160.0	0.04	0.01	216.0	10.0	0.1	141.0	3.6	99.0	10.8	11.2	5.4	2.5	0.9	74.0	49.0	86.0	1.0
6273	263	15	1	chlormezanone	Single	9 hr	500	mg/kg	High	2219.0	82.0	46.0	149.0	0.03	0.01	246.0	7.0	0.1	137.0	3.4	101.0	10.8	9.6	5.3	2.5	0.9	67.0	44.0	66.0	1.0
6278	263	16	1	chlormezanone	Single	24 hr	500	mg/kg	High	1570.0	84.0	255.0	162.0	0.03	0.04	210.0	14.0	0.2	144.0	4.6	108.0	11.0	6.6	5.9	2.7	0.8	89.0	51.0	134.0	1.0
6283	265	1	1	metformin	Single	3 hr	0	mg/kg	Control	1481.0	111.0	28.0	167.0	0.05	0.01	180.0	9.0	0.2	137.0	4.0	99.0	11.2	9.8	5.4	2.6	0.9	73.0	47.0	56.0	2.0
6288	265	2	1	metformin	Single	6 hr	0	mg/kg	Control	1109.0	97.0	30.0	143.0	0.05	0.0	174.0	8.0	0.2	140.0	3.7	102.0	10.8	9.6	5.2	2.5	0.9	76.0	43.0	56.0	1.0
6293	265	3	1	metformin	Single	9 hr	0	mg/kg	Control	1236.0	103.0	45.0	152.0	0.05	0.01	168.0	9.0	0.2	140.0	3.7	103.0	10.8	11.3	5.0	2.4	0.9	71.0	47.0	48.0	1.0
6298	265	4	1	metformin	Single	24 hr	0	mg/kg	Control	2108.0	75.0	125.0	144.0	0.04	0.02	166.0	16.0	0.2	141.0	3.9	106.0	10.9	8.1	5.5	2.6	0.9	82.0	50.0	81.0	1.0
6303	265	5	1	metformin	Single	3 hr	100	mg/kg	Low	1127.0	92.0	55.0	152.0	0.05	0.01	166.0	10.0	0.2	136.0	4.3	101.0	11.2	7.4	5.1	2.4	0.9	70.0	35.0	59.0	1.0
6308	265	6	1	metformin	Single	6 hr	100	mg/kg	Low	1464.0	80.0	37.0	127.0	0.04	0.01	172.0	9.0	0.1	138.0	4.1	103.0	10.8	9.4	5.0	2.4	0.9	82.0	53.0	93.0	1.0
6313	265	7	1	metformin	Single	9 hr	100	mg/kg	Low	1173.0	92.0	36.0	139.0	0.05	0.01	170.0	8.0	0.2	140.0	3.9	105.0	10.7	9.9	5.1	2.5	1.0	72.0	42.0	42.0	1.0
6318	265	8	1	metformin	Single	24 hr	100	mg/kg	Low	2162.0	82.0	157.0	158.0	0.04	0.03	174.0	17.0	0.2	144.0	3.6	106.0	11.1	7.5	5.6	2.6	0.9	74.0	54.0	80.0	1.0
6323	265	9	1	metformin	Single	3 hr	300	mg/kg	Middle	1339.0	78.0	36.0	125.0	0.04	0.01	172.0	10.0	0.2	140.0	3.6	104.0	11.3	9.3	5.2	2.5	0.9	84.0	52.0	65.0	1.0
6328	265	10	1	metformin	Single	6 hr	300	mg/kg	Middle	872.0	73.0	20.0	116.0	0.04	0.0	145.0	7.0	0.2	139.0	4.2	106.0	10.6	9.7	5.1	2.5	1.0	92.0	101.0	51.0	1.0
6333	265	11	1	metformin	Single	9 hr	300	mg/kg	Middle	1434.0	73.0	33.0	127.0	0.05	0.01	177.0	10.0	0.1	142.0	3.9	106.0	10.8	10.1	5.1	2.5	1.0	78.0	71.0	56.0	2.0
6338	265	12	1	metformin	Single	24 hr	300	mg/kg	Middle	1751.0	78.0	90.0	140.0	0.03	0.01	179.0	16.0	0.2	140.0	4.3	106.0	11.0	8.0	5.6	2.7	0.9	78.0	58.0	161.0	1.0
6343	265	13	1	metformin	Single	3 hr	1000	mg/kg	High	1158.0	72.0	44.0	128.0	0.05	0.01	146.0	8.0	0.2	140.0	3.9	106.0	11.1	9.0	5.1	2.6	1.0	91.0	87.0	74.0	1.0
6348	265	14	1	metformin	Single	6 hr	1000	mg/kg	High	1076.0	98.0	29.0	159.0	0.05	0.0	132.0	10.0	0.1	142.0	3.5	106.0	11.1	10.1	5.2	2.5	0.9	90.0	86.0	56.0	1.0
6353	265	15	1	metformin	Single	9 hr	1000	mg/kg	High	1050.0	70.0	34.0	123.0	0.04	0.01	140.0	9.0	0.1	143.0	3.8	108.0	10.8	10.1	4.9	2.4	1.0	82.0	67.0	48.0	2.0
6358	265	16	1	metformin	Single	24 hr	1000	mg/kg	High	1426.0	76.0	88.0	138.0	0.03	0.01	197.0	16.0	0.2	139.0	4.6	105.0	11.2	7.5	5.3	2.5	0.9	72.0	38.0	71.0	1.0
6363	266	1	1	metformin	Repeat	4 day	0	mg/kg	Control	1483.0	75.0	135.0	135.0	0.03	0.03	188.0	14.0	0.2	139.0	3.6	102.0	11.1	7.8	5.6	2.6	0.9	71.0	47.0	75.0	1.0
6368	266	2	1	metformin	Repeat	8 day	0	mg/kg	Control	1156.0	71.0	189.0	149.0	0.03	0.02	193.0	17.0	0.2	139.0	3.9	104.0	10.7	7.1	5.7	2.7	0.9	71.0	47.0	93.0	1.0
6373	266	3	1	metformin	Repeat	15 day	0	mg/kg	Control	1339.0	67.0	159.0	147.0	0.04	0.02	194.0	17.0	0.2	142.0	3.8	105.0	10.8	6.7	6.0	2.7	0.8	141.0	58.0	499.0	1.0
6378	266	4	1	metformin	Repeat	29 day	0	mg/kg	Control	920.0	71.0	128.0	133.0	0.04	0.02	180.0	16.0	0.2	144.0	3.8	104.0	10.6	6.2	5.8	2.5	0.8	59.0	40.0	60.0	1.0
6383	266	5	1	metformin	Repeat	4 day	100	mg/kg	Low	1781.0	75.0	67.0	133.0	0.04	0.01	185.0	15.0	0.2	141.0	3.9	106.0	10.9	9.1	5.4	2.5	0.9	88.0	58.0	80.0	1.0
6388	266	6	1	metformin	Repeat	8 day	100	mg/kg	Low	930.0	66.0	107.0	120.0	0.03	0.02	183.0	15.0	0.2	140.0	4.3	107.0	10.6	6.1	5.8	2.7	0.9	86.0	61.0	131.0	1.0
6393	266	7	1	metformin	Repeat	15 day	100	mg/kg	Low	1562.0	78.0	100.0	160.0	0.03	0.02	198.0	17.0	0.2	141.0	3.8	102.0	10.7	6.2	5.7	2.6	0.8	79.0	69.0	97.0	2.0
6398	266	8	1	metformin	Repeat	29 day	100	mg/kg	Low	1082.0	90.0	223.0	190.0	0.04	0.02	187.0	17.0	0.2	144.0	3.9	102.0	11.2	6.3	6.0	2.7	0.8	60.0	43.0	62.0	1.0
6403	266	9	1	metformin	Repeat	4 day	300	mg/kg	Middle	1807.0	79.0	102.0	139.0	0.03	0.01	214.0	15.0	0.2	143.0	4.0	104.0	11.0	8.4	5.7	2.7	0.9	78.0	48.0	62.0	1.0
6408	266	10	1	metformin	Repeat	8 day	300	mg/kg	Middle	799.0	79.0	115.0	139.0	0.02	0.01	190.0	16.0	0.2	140.0	4.7	106.0	10.2	7.5	5.5	2.6	0.9	79.0	62.0	63.0	1.0
6413	266	11	1	metformin	Repeat	15 day	300	mg/kg	Middle	1265.0	86.0	158.0	174.0	0.04	0.02	194.0	15.0	0.2	144.0	3.4	104.0	11.2	7.2	6.1	2.8	0.8	71.0	59.0	56.0	1.0
6418	266	12	1	metformin	Repeat	29 day	300	mg/kg	Middle	1036.0	61.0	173.0	141.0	0.05	0.02	190.0	15.0	0.3	146.0	3.4	106.0	11.0	6.5	6.1	2.7	0.8	70.0	51.0	58.0	1.0
6423	266	13	1	metformin	Repeat	4 day	1000	mg/kg	High	1314.0	83.0	91.0	147.0	0.03	0.01	181.0	18.0	0.2	140.0	4.3	105.0	11.1	8.5	5.2	2.5	0.9	74.0	28.0	59.0	2.0
6428	266	14	1	metformin	Repeat	8 day	1000	mg/kg	High	1145.0	79.0	81.0	147.0	0.03	0.01	212.0	14.0	0.1	141.0	4.8	104.0	11.2	8.7	5.7	2.7	0.9	88.0	48.0	55.0	1.0
6433	266	15	1	metformin	Repeat	15 day	1000	mg/kg	High	1421.0	72.0	82.0	158.0	0.03	0.0	179.0	18.0	0.2	140.0	4.1	103.0	10.7	6.9	6.0	2.7	0.8	80.0	47.0	60.0	2.0
6438	266	16	1	metformin	Repeat	29 day	1000	mg/kg	High	1028.0	71.0	176.0	142.0	0.04	0.02	205.0	18.0	0.2	145.0	3.9	104.0	11.0	4.7	6.0	2.6	0.8	67.0	36.0	71.0	1.0
6443	273	1	1	fluphenazine	Single	3 hr	0	mg/kg	Control	1272.0	83.0	64.0	151.0	0.42	0.01	175.0	15.0	0.6	137.0	5.8	105.0	11.0	11.0	5.8	4.2	2.6	60.0	33.0	106.0	1.0
6448	273	2	1	fluphenazine	Single	6 hr	0	mg/kg	Control	838.0	58.0	59.0	105.0	0.38	0.02	200.0	12.0	0.5	137.0	4.5	105.0	9.9	10.3	5.4	3.5	1.8	71.0	34.0	127.0	1.0
6453	273	3	1	fluphenazine	Single	9 hr	0	mg/kg	Control	643.0	85.0	26.0	132.0	0.24	0.01	208.0	14.0	0.5	136.0	5.2	103.0	10.3	10.4	5.4	3.7	2.2	58.0	34.0	89.0	2.0
6458	273	4	1	fluphenazine	Single	24 hr	0	mg/kg	Control	974.0	62.0	166.0	149.0	0.33	0.0	208.0	25.0	0.5	135.0	5.2	103.0	10.5	7.3	5.7	3.9	2.2	63.0	35.0	125.0	0.0
6463	273	5	1	fluphenazine	Single	3 hr	2	mg/kg	Low	505.0	109.0	24.0	160.0	0.35	0.0	186.0	18.0	0.5	139.0	4.9	107.0	10.0	9.7	6.0	4.2	2.3	47.0	19.0	87.0	1.0
6468	273	6	1	fluphenazine	Single	6 hr	2	mg/kg	Low	678.0	93.0	42.0	154.0	0.38	0.0	179.0	10.0	0.5	139.0	4.6	106.0	10.2	9.3	5.4	3.9	2.6	59.0	35.0	92.0	3.0
6473	273	7	1	fluphenazine	Single	9 hr	2	mg/kg	Low	856.0	69.0	42.0	125.0	0.37	0.0	182.0	8.0	0.5	138.0	4.7	104.0	9.7	9.9	5.2	3.6	2.3	56.0	33.0	93.0	4.0
6478	273	8	1	fluphenazine	Single	24 hr	2	mg/kg	Low	916.0	89.0	154.0	177.0	0.34	0.0	191.0	25.0	0.5	136.0	5.4	105.0	10.8	7.4	6.0	3.8	1.7	60.0	35.0	95.0	2.0
6483	273	9	1	fluphenazine	Single	3 hr	6	mg/kg	Middle	926.0	81.0	60.0	145.0	0.29	0.0	183.0	10.0	0.5	138.0	4.4	104.0	10.2	9.1	5.3	3.5	1.9	60.0	35.0	88.0	1.0
6488	273	10	1	fluphenazine	Single	6 hr	6	mg/kg	Middle	668.0	84.0	27.0	139.0	0.35	0.0	187.0	9.0	0.6	136.0	5.0	106.0	10.2	8.9	5.4	3.7	2.2	60.0	30.0	85.0	1.0
6493	273	11	1	fluphenazine	Single	9 hr	6	mg/kg	Middle	1060.0	69.0	28.0	121.0	0.33	0.04	200.0	10.0	0.5	138.0	4.2	106.0	9.9	10.3	5.3	3.7	2.3	58.0	30.0	91.0	1.0
6498	273	12	1	fluphenazine	Single	24 hr	6	mg/kg	Middle	804.0	81.0	97.0	162.0	0.26	0.0	174.0	26.0	0.5	135.0	5.1	104.0	11.2	7.1	6.2	4.3	2.3	59.0	30.0	106.0	1.0
6503	273	13	1	fluphenazine	Single	3 hr	20	mg/kg	High	789.0	80.0	55.0	144.0	0.29	0.0	249.0	11.0	0.5	139.0	4.9	106.0	10.8	11.3	5.3	3.4	1.8	58.0	37.0	119.0	1.0
6508	273	14	1	fluphenazine	Single	6 hr	20	mg/kg	High	768.0	84.0	14.0	139.0	0.35	0.04	217.0	10.0	0.5	138.0	4.1	107.0	10.2	10.4	5.3	3.7	2.3	54.0	29.0	82.0	1.0
6513	273	15	1	fluphenazine	Single	9 hr	20	mg/kg	High	679.0	64.0	8.0	106.0	0.42	0.06	182.0	10.0	0.6	138.0	3.9	106.0	9.7	9.0	5.0	3.7	2.9	51.0	26.0	74.0	1.0
6518	273	16	1	fluphenazine	Single	24 hr	20	mg/kg	High	838.0	93.0	82.0	163.0	0.24	0.0	162.0	30.0	0.5	139.0	5.3	106.0	10.7	7.9	6.5	4.3	2.0	74.0	30.0	127.0	1.0
6523	274	1	2	fluphenazine	Repeat	4 day	0	mg/kg	Control	754.0	102.0	102.0	183.0	0.25	0.0	190.0	18.0	0.6	139.0	4.4	104.0	10.8	8.4	5.9	3.9	2.0	59.0	39.0	61.0	1.0
6527	274	2	1	fluphenazine	Repeat	8 day	0	mg/kg	Control	786.0	74.0	96.0	137.0	0.36	0.03	184.0	20.0	0.5	138.0	5.0	107.0	10.4	7.7	5.9	4.0	2.1	65.0	29.0	89.0	1.0
6532	274	3	1	fluphenazine	Repeat	15 day	0	mg/kg	Control	675.0	60.0	169.0	153.0	0.32	0.0	216.0	19.0	0.5	134.0	4.6	102.0	10.6	7.4	6.2	4.2	2.1	59.0	30.0	88.0	1.0
6537	274	4	1	fluphenazine	Repeat	29 day	0	mg/kg	Control	706.0	61.0	239.0	151.0	0.4	0.0	233.0	21.0	0.7	140.0	4.7	105.0	10.5	6.3	6.4	3.9	1.6	59.0	41.0	81.0	1.0
6542	274	5	1	fluphenazine	Repeat	4 day	2	mg/kg	Low	976.0	70.0	92.0	157.0	0.41	0.01	222.0	22.0	0.5	137.0	4.9	106.0	10.3	8.2	5.6	4.0	2.5	123.0	54.0	479.0	0.0
6547	274	6	1	fluphenazine	Repeat	8 day	2	mg/kg	Low	759.0	56.0	137.0	132.0	0.29	0.0	202.0	19.0	0.5	137.0	4.4	105.0	10.5	7.6	6.1	3.9	1.8	61.0	30.0	100.0	1.0
6552	274	7	1	fluphenazine	Repeat	15 day	2	mg/kg	Low	913.0	59.0	149.0	149.0	0.26	0.0	171.0	23.0	0.6	135.0	4.3	103.0	10.7	8.1	6.4	4.6	2.6	61.0	26.0	110.0	1.0
6557	274	8	1	fluphenazine	Repeat	29 day	2	mg/kg	Low	521.0	72.0	114.0	146.0	0.28	0.0	179.0	18.0	0.6	140.0	4.1	106.0	10.5	5.8	6.4	4.1	1.8	54.0	28.0	76.0	3.0
6562	274	9	1	fluphenazine	Repeat	4 day	6	mg/kg	Middle	877.0	103.0	103.0	199.0	0.23	0.01	169.0	26.0	0.6	139.0	4.7	106.0	10.8	8.5	5.9	4.3	2.7	68.0	45.0	115.0	0.0
6567	274	10	1	fluphenazine	Repeat	8 day	6	mg/kg	Middle	682.0	97.0	205.0	195.0	0.26	0.0	175.0	17.0	0.5	137.0	4.6	106.0	10.6	8.0	6.3	4.4	2.3	55.0	31.0	83.0	1.0
6572	274	11	1	fluphenazine	Repeat	15 day	6	mg/kg	Middle	795.0	70.0	127.0	151.0	0.28	0.0	206.0	19.0	0.5	134.0	4.4	104.0	10.7	8.1	6.0	4.5	3.0	60.0	28.0	74.0	1.0
6577	274	12	1	fluphenazine	Repeat	29 day	6	mg/kg	Middle	579.0	62.0	134.0	136.0	0.26	0.0	174.0	22.0	0.7	143.0	4.3	106.0	10.8	6.2	6.2	4.2	2.1	61.0	31.0	80.0	2.0
6582	274	13	1	fluphenazine	Repeat	4 day	20	mg/kg	High	468.0	55.0	18.0	90.0	0.34	0.0	174.0	17.0	0.5	139.0	3.6	108.0	9.8	7.3	5.6	3.9	2.3	66.0	21.0	108.0	2.0
6587	274	14	1	fluphenazine	Repeat	8 day	20	mg/kg	High	803.0	121.0	119.0	212.0	0.16	0.0	161.0	26.0	0.5	138.0	4.6	104.0	10.5	6.8	6.4	4.2	1.9	62.0	39.0	84.0	0.0
6592	274	15	1	fluphenazine	Repeat	15 day	20	mg/kg	High	814.0	70.0	130.0	153.0	0.22	0.0	180.0	25.0	0.5	136.0	4.2	104.0	10.4	7.5	6.3	4.3	2.2	75.0	41.0	82.0	1.0
6596	274	16	1	fluphenazine	Repeat	29 day	20	mg/kg	High	617.0	40.0	17.0	88.0	0.32	0.02	189.0	29.0	0.7	144.0	4.0	112.0	9.7	6.0	6.3	4.0	1.7	93.0	36.0	117.0	1.0
6601	275	1	1	methimazole	Single	3 hr	0	mg/kg	Control	1584.0	75.0	59.0	133.0	0.02	0.0	203.0	15.0	0.2	142.0	3.9	107.0	10.7	8.3	5.2	2.8	1.2	77.0	46.0	175.0	1.0
6606	275	2	1	methimazole	Single	6 hr	0	mg/kg	Control	1275.0	85.0	40.0	144.0	0.03	0.0	186.0	8.0	0.1	142.0	4.3	108.0	10.3	9.1	5.2	2.8	1.2	79.0	52.0	211.0	1.0
6611	275	3	1	methimazole	Single	9 hr	0	mg/kg	Control	1503.0	85.0	43.0	142.0	0.03	0.01	185.0	10.0	0.1	141.0	4.0	105.0	10.1	10.1	5.5	3.1	1.3	64.0	38.0	209.0	1.0
